Districts,Palika,HLCIT_CODE,CBS_Code,Age_greater5_M,R_nd_W_M,R_only_M,No_R_nd_W_M,Not_stated_M,Litracy_rate_M,Age_greater5_F,R_nd_W_F,R_only_F,No_R_nd_W_F,Not_stated_F,Litracy_rate_F
Saptari,Balan-Bihul Gaunpalika,524 2 15 4 004,20108,9577,6129,234,3210,4,64,9882,3750,295,5834,3,37.95
Saptari,Belhi Chapena Gaunpalika,524 2 15 4 006,20111,12994,7482,671,4836,5,57.58,13464,4484,696,8274,10,33.3
Saptari,Bishnupur Gaunpalika,524 2 15 4 007,20112,10153,7127,202,2807,17,70.2,10385,4166,205,5984,30,40.12
Saptari,Bode Barsain Municipality,524 2 15 3 006,20109,18994,13065,470,5452,7,68.78,19731,8127,540,11052,12,41.19
Saptari,Chhinnamasta Gaunpalika,524 2 15 4 008,20118,12656,8214,287,4141,14,64.9,12733,4670,305,7725,33,36.68
Saptari,Dakneshwori Municipality,524 2 15 3 007,20110,18455,11920,939,5589,7,64.59,19881,7383,939,11539,20,37.14
Saptari,Hanumannagar Kankalini Municipality,524 2 15 3 009,20116,20107,12697,539,6849,22,63.15,20527,8115,559,11822,31,39.53
Saptari,Kanchanrup Municipality,524 2 15 3 005,20102,23332,15066,617,7586,63,64.57,24746,11002,698,12974,72,44.46
Saptari,Khadak Municipality,524 2 15 3 002,20106,19035,12785,660,5578,12,67.17,21876,8984,690,12188,14,41.07
Saptari,Mahadewa Gaunpalika,524 2 15 4 005,20114,12648,8242,339,4064,3,65.16,12782,4946,408,7423,5,38.7
Saptari,Rajbiraj Municipality,524 2 15 3 008,20113,32051,25532,524,5972,23,79.66,30565,17385,665,12476,39,56.88
Saptari,Rupani Gaunpalika,524 2 15 4 001,20104,11370,7185,519,3629,37,63.19,12265,4629,630,6918,88,37.74
Saptari,Saptakoshi Municipality,524 2 15 3 004,20101,8979,6466,244,2267,2,72.01,10191,5524,313,4351,3,54.2
Saptari,Shambhunath Municipality,524 2 15 3 003,20105,15090,9908,463,4699,20,65.66,16844,7313,582,8930,19,43.42
Saptari,Surunga Municipality,524 2 15 3 001,20107,18790,12604,571,5607,8,67.08,21452,9628,574,11229,21,44.88
Saptari,Tilathi Koiladi Gaunpalika,524 2 15 4 009,20117,14544,9361,195,4986,2,64.36,13978,5491,221,8253,13,39.28
Saptari,Tirahut Gaunpalika,524 2 15 4 003,20115,9880,5975,351,3551,3,60.48,10037,3832,388,5812,5,38.18
Sarlahi,Bagmati Municipality,524 2 19 3 001,20503,17779,12030,414,5320,15,67.66,19030,9597,424,8980,29,50.43
Sarlahi,Balara Municipality,524 2 19 3 011,20516,20990,10364,570,10042,14,49.38,19003,6183,518,12273,29,32.54
Sarlahi,Barahathawa Municipality,524 2 19 3 004,20504,31014,18219,724,12066,5,58.74,30600,11440,807,18340,13,37.39
Sarlahi,Basbariya Gaunpalika,524 2 19 4 001,20513,10636,4639,347,5646,4,43.62,9956,2287,301,7357,11,22.97
Sarlahi,Bishnu Gaunpalika,524 2 19 4 008,20518,11413,5770,465,5175,3,50.56,10524,3160,414,6946,4,30.03
Sarlahi,Brahmapuri Gaunpalika,524 2 19 4 007,20509,13409,6766,553,6083,7,50.46,12742,3978,543,8216,5,31.22
Sarlahi,Chakraghatta Gaunpalika,524 2 19 4 004,20512,12591,6003,339,6242,7,47.68,11949,3086,331,8530,2,25.83
Sarlahi,Chandranagar Gaunpalika,524 2 19 4 002,20510,14966,8052,301,6586,27,53.8,14263,4614,335,9288,26,32.35
Sarlahi,Dhanakaul Gaunpalika,524 2 19 4 003,20514,11037,4939,287,5801,10,44.75,10558,2723,282,7542,11,25.79
Sarlahi,Godaita Municipality,524 2 19 3 008,20517,21638,10511,645,10460,22,48.58,20249,5933,640,13648,28,29.3
Sarlahi,Haripur Municipality,524 2 19 3 005,20505,16367,9422,422,6515,8,57.57,16671,6400,409,9836,26,38.39
Sarlahi,Haripurwa Municipality,524 2 19 3 010,20507,16327,7685,349,8278,15,47.07,15317,3920,303,11073,21,25.59
Sarlahi,Hariwan Municipality,524 2 19 3 002,20502,19428,13167,829,5411,21,67.77,20686,10747,826,9076,37,51.95
Sarlahi,Ishworpur Municipality,524 2 19 3 006,20506,26394,15966,734,9680,14,60.49,27239,11153,855,15194,37,40.94
Sarlahi,Kabilashi Municipality,524 2 19 3 007,20511,19290,9418,408,9454,10,48.82,18030,5131,449,12432,18,28.46
Sarlahi,Kaudena Gaunpalika,524 2 19 4 006,20519,11812,5399,491,5918,4,45.71,11156,3089,416,7649,2,27.69
Sarlahi,Lalbandi Municipality,524 2 19 3 003,20501,26067,18883,600,6572,12,72.44,27952,15173,631,12129,19,54.28
Sarlahi,Malangawa Municipality,524 2 19 3 009,20520,21000,14257,462,6267,14,67.89,20189,9289,464,10413,23,46.01
Sarlahi,Parsa Gaunpalika,524 2 19 4 009,20508,9898,4768,308,4816,6,48.17,9121,2347,281,6481,12,25.73
Sarlahi,Ramnagar Gaunpalika,524 2 19 4 005,20515,13163,6111,372,6676,4,46.43,12036,3165,363,8493,15,26.3
Sindhuli,Dudhouli Municipality,524 3 20 3 002,31101,27448,18443,995,7972,38,67.19,30994,15622,954,14375,43,50.4
Sindhuli,Ghyanglekha Gaunpalika,524 3 20 4 003,31107,5633,3297,330,2005,1,58.53,6495,2656,335,3502,2,40.89
Sindhuli,Golanjor Gaunpalika,524 3 20 4 005,31104,8379,5831,355,2186,7,69.59,8864,4556,367,3934,7,51.4
Sindhuli,Hariharpurgaghi Gaunpalika,524 3 20 4 001,31109,11505,6951,446,4107,1,60.42,12654,5268,429,6957,0,41.63
Sindhuli,Kamalamai Municipality,524 3 20 3 001,31105,27442,21198,528,5708,8,77.25,31217,18975,632,11602,8,60.78
Sindhuli,Marin Gaunpalika,524 3 20 4 002,31108,11540,7403,336,3791,10,64.15,12846,5874,349,6602,21,45.73
Sindhuli,Phikkal Gaunpalika,524 3 20 4 007,31102,7147,4735,282,2127,3,66.25,7734,3986,272,3472,4,51.54
Sindhuli,Sunkoshi Gaunpalika,524 3 20 4 004,10407,9052,6302,393,2351,6,69.62,10619,5293,394,4918,14,49.84
Sindhuli,Tinpatan Gaunpalika,524 3 20 4 006,31103,15475,11379,468,3621,7,73.53,17249,9895,462,6885,7,57.37
Sindhupalchok,Bahrabise Municipality,524 3 23 3 003,30209,11805,8378,278,3141,8,70.97,12581,6926,347,5294,14,55.05
Sindhupalchok,Balephi Gaunpalika,524 3 23 4 006,30208,8268,6172,146,1946,4,74.65,9174,5346,178,3642,8,58.27
Sindhupalchok,Bhotekoshi Gaunpalika,524 3 23 4 004,30201,7740,5335,155,2248,2,68.93,7506,3729,136,3638,3,49.68
Sindhupalchok,Choutara Sangachowkgadhi Municipality,524 3 23 3 002,30207,19297,13903,577,4810,7,72.05,23259,13006,672,9557,24,55.92
Sindhupalchok,Helambu Gaunpalika,524 3 23 4 001,30204,7874,4654,426,2791,3,59.11,8403,3944,379,4072,8,46.94
Sindhupalchok,Indrawoti Gaunpalika,524 3 23 4 005,30206,12072,8188,351,3528,5,67.83,13881,6987,329,6561,4,50.33
Sindhupalchok,Jugal Gaunpalika,524 3 23 4 003,30202,8636,4926,250,3454,6,57.04,8788,3771,279,4731,7,42.91
Sindhupalchok,Lisankhu Pakhar Gaunpalika,524 3 23 4 009,30211,6616,5011,174,1429,2,75.74,7582,4401,227,2949,5,58.05
Sindhupalchok,Melanchi Municipality,524 3 23 3 001,30205,19854,13710,497,5635,12,69.05,21735,11100,546,10062,27,51.07
Sindhupalchok,Panchpokhari Thangpal Gaunpalika,524 3 23 4 002,30203,9772,5165,395,4192,20,52.86,9344,3634,331,5359,20,38.89
Sindhupalchok,Sunkoshi Gaunpalika,524 3 23 4 007,10407,7237,5163,272,1798,4,71.34,8726,4845,393,3480,8,55.52
Sindhupalchok,Tripurasundari Gaunpalika,524 3 23 4 008,30210,5685,3768,152,1761,4,66.28,6441,3471,144,2822,4,53.89
Siraha,Arnama Gaunpalika,524 2 16 4 003,20209,9482,5286,195,3989,12,55.75,10577,3527,197,6832,21,33.35
Siraha,Aurahi Gaunpalika,524 2 16 4 004,20216,9835,5862,440,3523,10,59.6,10705,3903,465,6322,15,36.46
Siraha,Bariyarpatti Gaunpalika,524 2 16 4 005,20215,11040,6584,378,4077,1,59.64,11345,3927,360,7049,9,34.61
Siraha,Bhagawanpur Gaunpalika,524 2 16 4 009,20213,9117,5849,147,3117,4,64.15,9583,3516,197,5854,16,36.69
Siraha,Bishnupur Gaunpalika,524 2 16 4 002,20112,7695,4797,212,2685,1,62.34,8530,3289,246,4991,4,38.56
Siraha,Dhangadhimai Municipality,524 2 16 3 004,20202,21049,13387,722,6791,149,63.6,21699,9344,701,11354,300,43.06
Siraha,Golbazar Municipality,524 2 16 3 003,20203,22688,14417,572,7610,89,63.54,24155,10763,635,12614,143,44.56
Siraha,Kalyanpur Municipality,524 2 16 3 006,20206,19987,11340,558,8076,13,56.74,23309,7553,673,15059,24,32.4
Siraha,Karjanha Municipality,524 2 16 3 001,20205,12987,7739,492,4744,12,59.59,14557,5804,460,8281,12,39.87
Siraha,Lahan Municipality,524 2 16 3 005,20201,40911,28154,830,11813,114,68.82,41927,19681,792,21322,132,46.94
Siraha,Laxmipur Patari Gaunpalika,524 2 16 4 006,20211,11884,7414,397,4069,4,62.39,12926,4750,406,7760,10,36.75
Siraha,Mirchaiya Municipality,524 2 16 3 002,20204,21471,13097,603,7750,21,61,22409,9193,706,12455,55,41.02
Siraha,Naraha Gaunpalika,524 2 16 4 001,20207,8192,4514,404,3257,17,55.1,8945,3024,455,5437,29,33.81
Siraha,Nawarajpur Gaunpalika,524 2 16 4 007,20214,8270,4678,144,3446,2,56.57,8703,2770,176,5754,3,31.83
Siraha,Sakhuwa Nankarkatti Gaunpalika,524 2 16 4 008,20212,7810,4865,157,2784,4,62.29,8729,3193,122,5409,5,36.58
Siraha,Siraha Municipality,524 2 16 3 008,20217,34837,21162,980,12640,55,60.75,38313,14478,1123,22603,109,37.79
Siraha,Sukhipur Municipality,524 2 16 3 007,20210,15927,9516,299,6109,3,59.75,17045,6269,302,10458,16,36.78
Solukhumbu,Dhudha Koushika Gaunpalika,524 1 11 4 006,10305,8453,6087,281,2083,2,72.01,9296,5128,284,3884,0,55.16
Solukhumbu,Dhudhakoshi Gaunpalika,524 1 11 4 004,10304,5863,4141,209,1508,5,70.63,6238,3517,179,2536,6,56.38
Solukhumbu,Khumbu Pasanglhamu Gaunpalika,524 1 11 4 001,10301,4135,3125,109,898,3,75.57,4146,2268,97,1781,0,54.7
Solukhumbu,Likhu Pike Gaunpalika,524 1 11 4 003,10308,2424,1678,78,668,0,69.22,2613,1334,85,1194,0,51.05
Solukhumbu,Mahakulung Gaunpalika,524 1 11 4 002,10302,4928,3360,219,1346,3,68.18,5062,2571,254,2232,5,50.79
Solukhumbu,Necha Salyan Gaunpalika,524 1 11 4 005,10306,6792,5338,176,1277,1,78.59,7891,4675,168,3042,6,59.24
Solukhumbu,Solu Dhudhakunda Municipality,524 1 11 3 001,10307,8806,6737,236,1830,3,76.5,9953,5727,253,3968,5,57.54
Solukhumbu,Sotang Gaunpalika,524 1 11 4 007,10303,4202,2869,211,1122,0,68.28,4335,2351,184,1799,1,54.23
Sunsari,Baraha Municipality,524 1 06 3 001,11302,32248,25250,696,6298,4,78.3,38548,23691,820,14021,16,61.46
Sunsari,Barju Gaunpalika,524 1 06 4 006,11312,14180,9499,336,4342,3,66.99,13982,6476,473,7026,7,46.32
Sunsari,Bhokraha Gaunpalika,524 1 06 4 002,11304,17252,9717,425,7099,11,56.32,18140,7078,425,10627,10,39.02
Sunsari,Dewangunj Gaunpalika,524 1 06 4 005,11311,15917,10184,253,5480,0,63.98,15281,6965,208,8106,2,45.58
Sunsari,Dharan Sub-Metropolitian City,524 1 06 2 001,11301,59886,53470,989,5410,17,89.29,68589,52954,1360,14240,35,77.2
Sunsari,Duhabi Municipality,524 1 06 3 004,11307,25552,18973,303,6253,23,74.25,25505,13937,334,11197,37,54.64
Sunsari,Gadhi Gaunpalika,524 1 06 4 003,11308,15322,10771,217,4326,8,70.3,16293,7969,229,8087,8,48.91
Sunsari,Harinagara Gaunpalika,524 1 06 4 004,11310,17430,10912,554,5962,2,62.6,18114,8197,573,9343,1,45.25
Sunsari,Inaruwa Municipality,524 1 06 3 003,11309,28204,21442,534,6217,11,76.02,29539,17063,609,11848,19,57.76
Sunsari,Itahari Sub-Metropolitian City,524 1 06 2 002,11306,60841,51664,1187,7972,18,84.92,68568,48181,1474,18883,30,70.27
Sunsari,Koshi Gaunpalika,524 1 06 4 001,11303,19109,11886,390,6826,7,62.2,18946,7743,401,10794,8,40.87
Sunsari,Ramdhuni Municipality,524 1 06 3 002,11305,21996,16902,453,4637,4,76.84,25788,15302,539,9940,7,59.34
Surkhet,Barahatal Gaunpalika,524 6 59 4 002,61007,11380,8538,467,2370,5,75.03,12254,7018,688,4539,9,57.27
Surkhet,Bheriganga Municipality,524 6 59 3 002,61005,16638,13135,443,3054,6,78.95,19917,12784,528,6600,5,64.19
Surkhet,Birendranagar Municipality,524 6 59 3 003,61006,43784,38345,826,4603,10,87.58,47307,34210,1136,11950,11,72.31
Surkhet,Chaukune Gaunpalika,524 6 59 4 001,61009,10455,8120,346,1981,8,77.67,11324,6355,408,4541,20,56.12
Surkhet,Chingad Gaunpalika,524 6 59 4 003,61002,7166,5172,158,1833,3,72.17,7820,4131,175,3509,5,52.83
Surkhet,Gurbhakot Municipality,524 6 59 3 005,61004,17306,13780,495,3025,6,79.63,21292,13866,673,6735,18,65.12
Surkhet,Lekabeshi Municipality,524 6 59 3 004,61003,12370,10404,291,1674,1,84.11,14495,10035,318,4141,1,69.23
Surkhet,Panchapuri Municipality,524 6 59 3 001,61008,13221,10518,254,2444,5,79.56,14784,9227,417,5124,16,62.41
Surkhet,Simta Gaunpalika,524 6 59 4 004,61001,10174,7782,360,2031,1,76.49,12457,7108,453,4894,2,57.06
Syangja,Aandhikhola Gaunpalika,524 4 41 4 001,40903,6381,5363,96,921,1,84.05,8836,5960,108,2764,4,67.45
Syangja,Arjun Choupari Gaunpalika,524 4 41 4 003,40904,6252,5143,78,1027,4,82.26,8504,5555,95,2843,11,65.32
Syangja,Bhirkot Municipaity,524 4 41 3 002,40905,9750,8456,138,1152,4,86.73,13553,9594,165,3781,13,70.79
Syangja,Biruwa Gaunpalika,524 4 41 4 004,40906,7327,6166,144,1016,1,84.15,9683,6358,210,3111,4,65.66
Syangja,Chapakot Municipality,524 4 41 3 005,40908,9772,8318,117,1337,0,85.12,13781,9218,192,4365,6,66.89
Syangja,Galyang Municipality,524 4 41 3 003,40910,14795,12735,241,1817,2,86.08,19812,14480,300,5022,10,73.09
Syangja,Harinas Gaunpalika,524 4 41 4 005,40907,6656,5581,154,908,13,83.85,9015,6033,192,2765,25,66.92
Syangja,Kaligandaki Gaunpalika,524 4 41 4 006,40911,8455,7332,141,981,1,86.72,11527,8303,172,3041,11,72.03
Syangja,Phedikhola Gaunpalika,524 4 41 4 002,40902,4755,4163,53,538,1,87.55,6631,4623,87,1917,4,69.72
Syangja,Putalibazar Municipality,524 4 41 3 001,40901,17814,15603,262,1942,7,87.59,23576,16416,418,6725,17,69.63
Syangja,Walling Municipality,524 4 41 3 004,40909,20422,17736,395,2280,11,86.85,26684,18895,557,7216,16,70.81
Tanahu,Aanbu Khaireni Gaunpalika,524 4 40 4 005,40710,8540,7048,129,1356,7,82.53,10358,7131,194,3013,20,68.85
Tanahu,Bandipur Gaunpalika,524 4 40 4 004,40709,8233,6633,208,1389,3,80.57,10176,6587,221,3361,7,64.73
Tanahu,Bhanu Municipality,524 4 40 3 003,40701,17811,14890,292,2616,13,83.6,24294,15751,413,8094,36,64.83
Tanahu,Bhimad Municipality,524 4 40 3 004,40705,11997,9938,299,1752,8,82.84,16585,11389,372,4812,12,68.67
Tanahu,Byas Municipality,524 4 40 3 002,40702,28335,24832,522,2970,11,87.64,36288,26813,758,8680,37,73.89
Tanahu,Devghat Gaunpalika,524 4 40 4 006,40708,6747,5116,145,1481,5,75.83,7899,4728,149,3020,2,59.86
Tanahu,Ghiring Gaunpalika,524 4 40 4 002,40706,7232,5545,126,1559,2,76.67,10116,6169,177,3757,13,60.98
Tanahu,Myagde Gaunpalika,524 4 40 4 001,40703,8943,7590,159,1180,14,84.87,11714,8024,231,3424,35,68.5
Tanahu,Rhishing Gaunpalika,524 4 40 4 003,40707,9873,7521,214,2136,2,76.18,13422,7949,361,5107,5,59.22
Tanahu,Shuklagandaki Municipality,524 4 40 3 001,40704,19192,16715,270,2202,5,87.09,25131,18191,384,6542,14,72.38
Taplejung,Aatharai Tribeni Gaunpalika,524 1 01 4 006,10105,5711,4571,190,948,2,80.04,6668,4231,207,2228,2,63.45
Taplejung,Maiwakhola Gaunpalika,524 1 01 4 005,10104,4583,3348,117,1118,0,73.05,5217,3038,109,2070,0,58.23
Taplejung,Meringden Gaunpalika,524 1 01 4 004,10103,5140,3463,212,1462,3,67.37,6029,3251,189,2585,4,53.92
Taplejung,Mikwakhola Gaunpalika,524 1 01 4 002,10102,3832,2800,148,879,5,73.07,4310,2538,150,1617,5,58.89
Taplejung,Phaktanlung Gaunpalika,524 1 01 4 001,10101,5261,3853,274,1131,3,73.24,5518,3275,253,1980,10,59.35
Taplejung,Phungling Municipality,524 1 01 3 001,10106,11204,9629,166,1408,1,85.94,12764,9119,192,3450,3,71.44
Taplejung,Sidingba Gaunpalika,524 1 01 4 008,10109,5158,4152,160,845,1,80.5,5692,3719,180,1793,0,65.34
Taplejung,Sirijanga Gaunpalika,524 1 01 4 003,10108,6629,5499,111,1018,1,82.95,7561,5160,139,2260,2,68.24
Taplejung,Yangwarak Gaunpalika,524 1 01 4 007,10107,5643,4653,156,831,3,82.46,6644,4386,201,2053,4,66.01
Terhathum,Aatharai Gaunpalika,524 1 08 4 003,10801,9126,7418,213,1491,4,81.28,10615,6934,206,3469,6,65.32
Terhathum,Chhathar Gaunpalika,524 1 08 4 004,10806,6936,5603,147,1183,3,80.78,8334,5400,168,2759,7,64.79
Terhathum,Laligurans Municipality,524 1 08 3 001,10805,6919,5866,134,916,3,84.78,8416,5735,166,2507,8,68.14
Terhathum,Menchhayayem Gaunpalika,524 1 08 4 001,10803,3278,2745,98,435,0,83.74,4033,2746,122,1164,1,68.09
Terhathum,Myanglung Municipality,524 1 08 3 002,10804,8197,7216,189,791,1,88.03,9723,6995,202,2524,2,71.94
Terhathum,Phedap Gaunpalika,524 1 08 4 002,10802,7356,5971,184,1200,1,81.17,8794,5641,176,2975,2,64.15
Udayapur,Belaka Municipality,524 1 14 3 004,11401,17575,13154,416,4003,2,74.84,20868,12579,414,7873,2,60.28
Udayapur,Chaudandigadhi Municipality,524 1 14 3 003,11402,19866,15635,559,3670,2,78.7,24206,15388,599,8215,4,63.57
Udayapur,Katari Municipality,524 1 14 3 001,11407,23532,17570,562,5396,4,74.66,26590,15488,669,10426,7,58.25
Udayapur,Rautamai Gaunpalika,524 1 14 4 004,11404,9852,7486,284,2082,0,75.98,11023,6641,392,3984,6,60.25
Udayapur,Sunkoshi Gaunpalika,524 1 14 4 002,10407,5001,3575,133,1293,0,71.49,5693,3218,153,2317,5,56.53
Udayapur,Tapli Gaunpalika,524 1 14 4 001,11406,6130,4336,324,1470,0,70.73,6817,3626,357,2832,2,53.19
Udayapur,Triyuga Municipality,524 1 14 3 002,11403,37089,30277,632,6167,13,81.63,42396,28180,818,13381,17,66.47
Udayapur,Udayapurgadhi Gaunpalika,524 1 14 4 003,11408,12757,9285,452,3019,1,72.78,14570,8380,510,5676,4,57.52
