Districts,Palika,HLCIT_CODE,cbs code,Total_PE,Agriculture_PE,Manufacturing_PE,Construction_PE,Wholesales_PE,Transportations_PE,Accommodations_PE,Financial_PE,Education_PE,Social_Work_PE,Real_Eastate_PE
Achham,Bannigadhi Jayagadh Gaunpalika,524 7 69 4 003,70707,646,8,26,0,210,44,71,9,234,43,1
Achham,Chaurpati Gaunpalika,524 7 69 4 001,70705,791,21,46,2,283,7,44,8,300,75,5
Achham,Dhakari Gaunpalika,524 7 69 4 005,70709,785,45,25,0,296,9,57,1,301,42,9
Achham,Kamal bazar Municipality,524 7 69 3 003,70708,930,6,24,12,264,0,149,8,382,76,9
Achham,Mangalsen Municipality,524 7 69 3 002,70706,2350,34,155,13,624,122,287,187,439,272,217
Achham,Mellekh Gaunpalika,524 7 69 4 002,70703,647,8,26,8,175,2,42,3,325,56,2
Achham,Panchdebal Binayak Municipality,524 7 69 3 004,70701,1154,21,63,14,261,21,141,43,480,89,21
Achham,Ramaroshan Gaunpalika,524 7 69 4 004,70702,1002,21,53,17,398,14,48,5,378,55,13
Achham,Sanphebagar Municipality,524 7 69 3 001,70704,4540,16,173,31,835,27,248,2074,696,300,140
Achham,Turmakhand Gaunpalika,524 7 69 4 006,70710,835,37,20,0,253,8,65,16,383,48,5
Arghakhanchi,Bhumikasthan Municipality,524 5 50 3 001,50503,1681,78,189,3,567,24,128,26,513,87,66
Arghakhanchi,Chhatradev Gaunpalika,524 5 50 4 002,50501,1574,86,133,12,489,25,121,52,491,81,84
Arghakhanchi,Malarani Gaunpalika,524 5 50 4 001,50502,1666,80,153,1,508,18,98,73,563,75,97
Arghakhanchi,Panini Gaunpalika,524 5 50 4 003,50505,1525,100,128,1,421,16,147,35,510,67,100
Arghakhanchi,Sandhikharka Municipality,524 5 50 3 002,50504,5583,185,650,62,2036,106,683,192,922,240,507
Arghakhanchi,Shitaganga Municipality,524 5 50 3 003,50506,2584,255,316,31,675,28,311,59,741,73,95
Baglung,Badigad Gaunpalika,524 4 43 4 003,41107,2269,113,247,59,781,43,157,52,613,118,86
Baglung,Baglung Municipality,524 4 43 3 003,41101,9320,536,1078,162,3066,154,969,434,1780,375,766
Baglung,Bareng Gaunpalika,524 4 43 4 006,41109,662,6,35,23,242,4,49,37,217,34,15
Baglung,Dhorpatan Municipality,524 4 43 3 001,41105,2331,77,261,48,834,32,295,104,496,64,120
Baglung,Galkot Municipality,524 4 43 3 002,41108,4159,552,439,102,1004,32,282,296,915,214,323
Baglung,Jaimuni Municipality,524 4 43 3 004,41110,4796,797,320,55,771,39,126,639,730,584,735
Baglung,Kathekhola Gaunpalika,524 4 43 4 005,41102,3939,677,179,21,844,26,90,140,582,352,1028
Baglung,Nisikhola Gaunpalika,524 4 43 4 001,41106,1078,68,86,37,401,10,61,7,357,24,27
Baglung,Tamankhola Gaunpalika,524 4 43 4 002,41104,612,21,75,28,214,11,34,7,188,27,7
Baglung,Tarakhola Gaunpalika,524 4 43 4 004,41103,1206,39,122,249,356,9,65,17,265,38,46
Baitadi,Dasharathchand Municipality,524 7 74 3 001,70405,2521,65,216,78,820,60,170,160,643,119,190
Baitadi,Dilasaini Gaunpalika,524 7 74 4 001,70401,915,18,58,0,252,5,44,1,470,44,23
Baitadi,Dogada Kedar Gaunpalika,524 7 74 4 002,70402,1316,160,66,1,396,16,50,48,438,58,83
Baitadi,Melauli Municipality,524 7 74 3 003,70408,1039,43,54,1,263,0,47,29,411,83,108
Baitadi,Pancheshwor Gaunpalika,524 7 74 4 004,70406,650,33,40,0,111,0,10,3,323,56,74
Baitadi,Patam Municipality,524 7 74 3 004,70409,1843,133,152,3,481,32,132,67,614,101,128
Baitadi,Puchaundi Municipality,524 7 74 3 002,70403,1720,63,75,11,555,28,135,23,639,114,77
Baitadi,Shivanath Gaunpalika,524 7 74 4 005,70407,455,24,12,0,98,0,9,3,252,19,38
Baitadi,Sigas Gaunpalika,524 7 74 4 006,70410,706,51,16,0,80,5,21,12,422,35,64
Baitadi,Surnaya Gaunpalika,524 7 74 4 003,70404,1103,58,18,5,254,13,12,35,333,59,316
Bajhang,Bitthadchir Gaunpalika,524 7 67 4 004,70210,1439,82,199,11,362,5,72,44,324,209,131
Bajhang,Bungal Municipality,524 7 67 3 001,70202,1740,37,162,28,564,17,79,9,683,89,72
Bajhang,Chhabis Pathibhara Gaunpalika,524 7 67 4 007,70207,1114,29,144,31,346,7,57,7,393,79,21
Bajhang,Durgathali Gaunpalika,524 7 67 4 006,70208,917,9,180,37,284,2,55,3,264,63,20
Bajhang,Jayaprithbi Municipality,524 7 67 3 002,70206,3583,142,397,50,1072,67,398,91,584,296,486
Bajhang,Kanda Gaunpalika,524 7 67 4 001,70201,170,12,2,0,68,3,15,0,47,23,0
Bajhang,Kedarsyun Gaunpalika,524 7 67 4 005,70209,1745,85,210,8,593,10,124,8,477,138,92
Bajhang,Khaptad Chhanna Gaunpalika,524 7 67 4 010,70212,951,13,131,27,263,15,47,5,351,80,19
Bajhang,Masta Gaunpalika,524 7 67 4 008,70205,1087,136,116,19,367,11,9,14,272,129,14
Bajhang,Surma Gaunpalika,524 7 67 4 002,70203,713,37,64,31,361,7,13,0,149,47,4
Bajhang,Talkot Gaunpalika,524 7 67 4 003,70204,1094,139,163,17,315,7,64,7,243,95,44
Bajhang,Thalara Gaunpalika,524 7 67 4 009,70211,893,46,115,12,162,15,20,12,371,105,35
Bajura,Badimalika Municipality,524 7 68 3 002,70106,2156,230,190,6,627,39,310,144,371,145,94
Bajura,Budhiganga Municipality,524 7 68 3 003,11213,1121,74,78,3,448,4,86,24,343,28,33
Bajura,Budhinanda Municipality,524 7 68 3 001,70103,1390,3,241,0,600,8,191,15,293,22,17
Bajura,Chhededaha Gaunpalika,524 7 68 4 003,70107,1095,40,209,33,388,12,49,14,285,43,22
Bajura,Gaumul Gaunpalika,524 7 68 4 002,70102,605,24,113,19,215,6,11,9,178,23,7
Bajura,Himali Gaunpalika,524 7 68 4 001,70101,622,19,46,1,151,7,147,4,187,34,26
Bajura,Pandab Gufa Gaunpalika,524 7 68 4 004,70105,546,13,99,3,265,5,16,18,103,22,2
Bajura,Swami Kartik Gaunpalika,524 7 68 4 005,70104,473,0,37,0,199,4,14,0,196,19,4
Bajura,Tribeni Municipality,524 7 68 3 004,50206,851,16,98,0,281,6,13,15,373,36,13
Banke,Baijanath Gaunpalika,524 5 57 4 002,51103,4303,177,822,0,1695,13,302,48,1057,50,139
Banke,Duduwa Gaunpalika,524 5 57 4 004,51107,2070,74,327,0,986,7,76,10,380,84,126
Banke,Janaki Gaunpalika,524 5 57 4 003,70808,4372,20,2461,0,1176,55,205,5,270,53,127
Banke,Khajura Gaunpalika,524 5 57 4 001,51104,4478,122,1103,8,1575,29,347,99,876,125,194
Banke,Kohalpur Municipality,524 5 57 3 001,51102,14508,248,2564,92,5233,283,1760,395,2161,859,913
Banke,Narainapur Gaunpalika,524 5 57 4 006,51108,1444,53,238,0,741,18,52,6,206,66,64
Banke,Nepalganj Sub-Metropolitian City,524 5 57 2 001,51106,30470,81,7552,195,9429,843,3334,1388,3813,1780,2055
Banke,Rapti Sonari Gaunpalika,524 5 57 4 005,51101,3237,192,243,2,1320,11,374,71,791,89,144
Bara,Aadarsha Kotwal Gaunpalika,524 2 33 4 009,20711,719,0,50,0,337,3,51,15,187,37,39
Bara,Baragadhi Gaunpalika,524 2 33 4 006,20710,1421,10,681,0,430,0,53,0,171,29,47
Bara,Bishrampur Gaunpalika,524 2 33 4 004,20706,1313,20,446,0,491,13,136,10,143,22,32
Bara,Devtal Gaunpalika,524 2 33 4 007,20715,365,12,52,0,201,0,29,0,53,14,4
Bara,Jitpur Simara Sub-Metropolitian City,524 2 33 2 001,20703,18549,142,8227,54,4129,175,1402,1473,1134,113,1700
Bara,Kalaiya Sub-Metropolitian City,524 2 33 2 002,20708,7726,26,1356,152,2930,204,590,452,1248,181,587
Bara,Karaiyamai Gaunpalika,524 2 33 4 003,20709,628,9,4,0,370,2,20,0,175,27,21
Bara,Kolhabi Municipality,524 2 33 3 002,20702,2897,5,1116,2,957,13,107,86,451,66,94
Bara,Mahagadhimai Municipality,524 2 33 3 003,20714,3087,3,675,0,1165,19,209,122,634,24,236
Bara,Nijagadh Municipality,524 2 33 3 001,20701,2061,77,155,0,1045,12,238,97,316,47,74
Bara,Pacharauta Municipality,524 2 33 3 004,20713,1062,42,106,0,534,0,78,4,189,47,62
Bara,Parawanipur Gaunpalika,524 2 33 4 001,20704,3257,48,1524,6,632,81,97,280,375,138,76
Bara,Pheta Gaunpalika,524 2 33 4 005,20707,1776,33,981,5,464,3,81,2,136,16,55
Bara,Prasauni Gaunpalika,524 2 33 4 002,20705,1304,15,636,0,318,8,58,26,165,22,56
Bara,Simroungadh Municipality,524 2 33 3 005,20712,1898,99,215,22,812,17,141,61,319,56,156
Bara,Subarna Gaunpalika,524 2 33 4 008,20716,661,9,106,0,279,0,35,2,195,7,28
Bardiya,Badhaiyatal Gaunpalika,524 5 58 4 002,51208,5172,410,1013,6,1672,39,314,205,771,174,568
Bardiya,Bansgadhi Municipality,524 5 58 3 006,51201,5105,331,814,34,1965,28,484,132,848,153,316
Bardiya,Barbardiya Municipality,524 5 58 3 005,51202,6060,750,772,48,1843,18,335,134,860,291,1009
Bardiya,Geruwa Gaunpalika,524 5 58 4 001,51204,2084,87,218,2,861,8,159,35,453,94,167
Bardiya,Gulariya Municipality,524 5 58 3 004,51207,8299,415,2184,151,2787,61,545,199,876,216,865
Bardiya,Madhuwan Municipality,524 5 58 3 002,51206,4700,396,578,71,1956,27,350,148,627,170,377
Bardiya,Rajapur Municipality,524 5 58 3 001,51205,5350,148,609,46,2242,52,450,158,705,405,535
Bardiya,Thakurbaba Municipality,524 5 58 3 003,51203,3944,173,477,149,1397,28,446,179,695,96,304
Bhaktapur,Bhaktapur Municipality,524 3 26 3 003,30702,25159,56,4581,216,5980,508,2798,2011,5210,1560,2239
Bhaktapur,Changunarayan Municipality,524 3 26 3 002,30701,19414,470,10026,612,1877,19,1431,1331,1502,980,1166
Bhaktapur,Madhyapur Thimi Municipality,524 3 26 3 001,30703,22549,69,4199,309,5976,400,2227,2442,3507,1730,1690
Bhaktapur,Suryabinayak Municipality,524 3 26 3 004,30704,19174,220,5558,193,4599,164,1918,1710,2480,1455,877
Bhojpur,Aamchowk Gaunpalika,524 1 10 4 006,10609,727,17,63,6,183,21,33,18,275,102,9
Bhojpur,Arun Gaunpalika,524 1 10 4 003,10605,826,75,60,0,227,12,76,9,289,59,19
Bhojpur,Bhojpur Municipality,524 1 10 3 002,10604,3638,141,311,229,1051,59,461,238,716,209,223
Bhojpur,Hatuwagadhi Gaunpalika,524 1 10 4 007,10608,777,28,40,5,284,4,43,16,283,42,32
Bhojpur,Pauwa Dunma Gaunpalika,524 1 10 4 005,10606,857,96,50,1,239,14,70,36,255,69,27
Bhojpur,Ramprasad Rai Gaunpalika,524 1 10 4 004,10607,732,59,41,0,233,20,44,10,252,48,25
Bhojpur,Salpa Silichho Gaunpalika,524 1 10 4 001,10602,530,0,16,0,220,0,25,3,231,32,3
Bhojpur,Shadananda Municipality,524 1 10 3 001,10601,1405,36,101,2,547,6,165,24,435,58,31
Bhojpur,Tyamke Maiyum Gaunpalika,524 1 10 4 002,10603,870,32,68,1,184,6,40,22,344,128,45
Chitawan,Bharatpur Metropolitian City,524 3 35 1 001,30702,64812,1530,10086,627,22291,1172,8586,2791,7912,6429,3388
Chitawan,Ichchha Kamana Gaunpalika,524 3 35 4 001,31303,3649,536,97,20,994,8,885,73,432,348,256
Chitawan,Kalika Municipality,524 3 35 3 001,30304,3571,134,493,38,1429,34,408,132,621,107,175
Chitawan,Khairahani Municipality,524 3 35 3 003,31306,10770,574,3801,75,3418,44,763,304,1234,178,379
Chitawan,Madi Municipality,524 3 35 3 005,10209,2528,29,266,10,1045,5,314,53,603,91,112
Chitawan,Rapti Municipality,524 3 35 3 004,31301,5222,311,911,74,2058,20,471,162,892,70,253
Chitawan,Ratnanagar Municipality,524 3 35 3 002,31305,14075,579,2716,183,4779,104,2844,343,1510,261,756
Dadeldhura,Aalital Gaunpalika,524 7 73 4 004,70506,1079,195,170,14,158,12,66,25,298,71,70
Dadeldhura,Ajayameru Gaunpalika,524 7 73 4 002,70503,839,97,104,0,200,1,40,37,313,43,4
Dadeldhura,Amargadhi Municipality,524 7 73 3 002,70502,4329,239,409,97,1296,118,500,224,687,382,377
Dadeldhura,Bhageshwor Gaunpalika,524 7 73 4 001,70504,719,11,207,5,159,7,28,0,271,25,6
Dadeldhura,Ganyapdhura Gaunpalika,524 7 73 4 005,70507,1016,147,59,3,299,6,169,7,288,25,13
Dadeldhura,Nawadurga Gaunpalika,524 7 73 4 003,70501,1012,220,67,5,299,11,35,15,307,49,4
Dadeldhura,Parashuram Municipality,524 7 73 3 001,70505,2475,221,323,94,781,24,139,39,615,115,124
Dailekh,Aathbis Municipality,524 6 61 3 001,60801,1752,81,76,17,633,12,365,21,460,62,25
Dailekh,Bhagawatimai Gaunpalika,524 6 61 4 007,60609,885,44,94,0,322,10,58,9,268,58,22
Dailekh,Bhairabi Gaunpalika,524 6 61 4 002,60603,987,57,27,7,396,0,125,7,318,35,15
Dailekh,Chamunda Bindrasaini Municipality,524 6 61 3 002,60606,1154,24,47,1,352,20,204,4,433,36,33
Dailekh,Dullu Municipality,524 6 61 3 003,60607,2350,45,142,0,925,47,326,46,601,126,92
Dailekh,Dungeshwor Gaunpalika,524 6 61 4 006,60610,988,41,71,0,335,13,126,13,268,61,60
Dailekh,Gurans Gaunpalika,524 6 61 4 005,60611,1232,47,108,5,325,7,212,17,382,80,49
Dailekh,Mahabu Gaunpalika,524 6 61 4 003,60602,846,47,49,2,288,17,48,1,297,62,35
Dailekh,Narayan Municipality,524 6 61 3 004,60608,3012,78,228,64,923,53,464,113,597,146,346
Dailekh,Naumule Gaunpalika,524 6 61 4 004,60601,1016,15,79,21,329,3,133,24,317,69,26
Dailekh,Thantikandh Gaunpalika,524 6 61 4 001,60604,652,12,22,0,205,8,77,4,259,61,4
Dang,Babai Gaunpalika,524 5 56 4 001,51005,1288,16,149,0,540,5,93,52,376,28,29
Dang,Bangalachuli Gaunpalika,524 5 56 4 005,51001,1013,35,64,1,426,2,101,20,286,49,29
Dang,Dangisharan Gaunpalika,524 5 56 4 002,51006,983,49,65,4,390,6,39,28,295,79,28
Dang,Gadhawa Gaunpalika,524 5 56 4 006,51009,2513,35,242,246,874,23,282,115,508,71,117
Dang,Ghorahi Sub-Metropolitian City,524 5 56 2 002,51002,17846,240,2563,126,6800,209,2036,1597,2925,589,761
Dang,Lamahi Municipality,524 5 56 3 001,51007,5133,185,1183,87,1623,85,580,235,767,204,184
Dang,Rajpur Gaunpalika,524 5 56 4 004,20613,885,33,67,37,317,3,39,14,312,40,23
Dang,Rapti Gaunpalika,524 5 56 4 007,31301,4564,101,321,1564,1283,11,320,141,641,59,123
Dang,Shantinagar Gaunpalika,524 5 56 4 003,51004,1216,31,115,14,500,4,75,23,399,37,18
Dang,Tulsipur Sub-Metropolitian City,524 5 56 2 001,51003,12157,226,2501,74,5076,74,1084,195,2128,383,416
Darchula,Apihimal Gaunpalika,524 7 75 4 003,70305,416,14,29,7,96,0,9,14,105,59,83
Darchula,Byas Gaunpalika,524 7 75 4 001,40702,551,1,86,8,158,21,31,1,140,95,10
Darchula,Duhun Gaunpalika,524 7 75 4 002,70302,490,4,21,6,154,5,9,7,102,161,21
Darchula,Lekam Gaunpalika,524 7 75 4 006,70309,1224,117,104,33,172,41,10,37,341,176,193
Darchula,Mahakali Municipality,524 7 75 3 001,70303,3749,364,352,65,867,103,286,162,631,589,330
Darchula,Malikarjun Gaunpalika,524 7 75 4 004,70308,1192,178,223,15,208,21,37,49,241,184,36
Darchula,Marma Gaunpalika,524 7 75 4 007,70306,732,6,62,9,198,13,34,20,205,142,43
Darchula,Naugad  Gaunpalika,524 7 75 4 005,70304,973,3,71,3,517,8,43,0,180,125,23
Darchula,Shailyashikhar Municipality,524 7 75 3 002,70307,1510,2,187,117,414,21,92,120,338,191,28
Dhading,Benighat Rorang Gaunpalika,524 3 30 4 008,30409,3688,195,249,62,1483,0,770,77,508,140,204
Dhading,Dhunibenshi Municipality,524 3 30 3 002,30413,8057,173,5056,19,1023,0,744,197,544,72,229
Dhading,Gajuri Gaunpalika,524 3 30 4 009,30410,6487,2538,227,75,851,17,520,170,440,705,944
Dhading,Galchhi Gaunpalika,524 3 30 4 010,30411,4941,1403,295,123,846,9,355,166,406,758,580
Dhading,Ganga Jamuna Gaunpalika,524 3 30 4 002,30403,2009,151,281,24,643,41,101,152,376,72,168
Dhading,Jwalamukhi Gaunpalika,524 3 30 4 006,30407,2203,519,216,7,512,7,144,111,507,130,50
Dhading,Khaniyabas Gaunpalika,524 3 30 4 003,30402,2078,70,114,77,331,3,79,235,197,472,500
Dhading,Netrawati Gaunpalika,524 3 30 4 005,30405,991,52,138,7,250,3,76,67,198,78,122
Dhading,Nilkhantha Municipality,524 3 30 3 001,30406,8212,693,1202,197,2131,133,701,257,1313,275,1310
Dhading,Rubi Valley Gaunpalika,524 3 30 4 001,30401,1109,25,102,15,284,69,60,5,175,104,270
Dhading,Siddhalek Gaunpalika,524 3 30 4 007,30408,7010,2911,223,77,635,4,135,256,489,474,1806
Dhading,Thakre Gaunpalika,524 3 30 4 011,30412,5312,333,1095,236,885,3,445,32,402,663,1218
Dhading,Tripurasundari Gaunpalika,524 3 30 4 004,60105,3424,457,430,129,798,2,241,489,480,102,296
Dhankuta,Chaubise Gaunpalika,524 1 07 4 004,10707,1575,77,140,1,428,22,128,84,438,131,126
Dhankuta,Chhathar Jorpati Gaunpalika,524 1 07 4 002,10703,1549,101,267,3,478,6,225,79,341,30,19
Dhankuta,Dhankuta Municipality,524 1 07 3 003,10704,7103,485,1071,194,1915,168,1117,335,1186,241,391
Dhankuta,Khalsa Chhintang Sahidbhumi Gaunpalika,524 1 07 4 001,10705,902,16,67,38,248,12,78,24,335,54,30
Dhankuta,Mahalaxmi Municipality,524 1 07 3 001,10701,1561,199,148,12,427,4,149,40,492,51,39
Dhankuta,Pakhribas Municipality,524 1 07 3 002,10702,1736,26,177,6,648,26,160,37,571,49,36
Dhankuta,Sangurigadhi Gaunpalika,524 1 07 4 003,10706,1394,80,49,12,325,38,349,48,374,78,41
Dhanusa,Aurahi Gaunpalika,524 2 17 4 003,20404,1053,0,146,21,468,9,79,3,215,38,74
Dhanusa,Bateshwor Gaunpalika,524 2 17 4 001,20304,833,0,159,0,374,0,55,6,145,16,78
Dhanusa,Bideha Municipality,524 2 17 3 010,20313,991,6,145,0,409,8,59,5,271,23,65
Dhanusa,Chhireshwornath Municipality,524 2 17 3 003,20305,4524,44,1259,54,1635,19,238,87,420,595,173
Dhanusa,Dhanauji Gaunpalika,524 2 17 4 004,20316,1438,3,263,0,666,16,147,5,190,41,107
Dhanusa,Dhanushadham Municipality,524 2 17 3 004,20302,2349,17,345,66,1152,2,171,34,401,48,113
Dhanusa,Ganeshman Charnath Municipality,524 2 17 3 002,20301,1525,9,140,11,713,1,127,41,353,40,90
Dhanusa,Hansapur Municipality,524 2 17 3 007,20308,1125,2,154,1,541,0,78,15,211,43,80
