District ,Name of municipalities,HLCIT_CODE,CBS_Code,Total,Without any facility,At least one facility,Radio,Television,Cable television,computer,internet,Tele phone ,Mobile phone
Dadeldhura,Ajayameru Gaunpalika,524 7 73 4 002,70503,3311,885,2386,1891,391,48,11,1,15,1726
Dadeldhura,Amargadhi Municipality,524 7 73 3 002,70502,4778,1036,3656,1903,1327,856,300,152,351,3218
Dadeldhura,Bhageshwor Gaunpalika,524 7 73 4 001,70504,2462,571,1818,1622,78,22,3,0,38,1012
Dadeldhura,Ganyapdhura Gaunpalika,524 7 73 4 005,70507,3070,1019,1967,1463,404,41,8,5,38,1419
Dadeldhura,Nawadurga Gaunpalika,524 7 73 4 003,70501,4132,1761,2301,1724,346,3,8,6,14,1583
Dadeldhura,Parashuram Municipality,524 7 73 3 001,70505,5990,1493,4225,3377,216,210,29,5,208,2480
Baitadi,Dasharathchand Municipality,524 7 74 3 001,70405,7257,1538,5598,3821,1616,1376,141,49,319,4313
Baitadi,Dilasaini Gaunpalika,524 7 74 4 001,70401,4110,1320,2694,2358,42,1,5,0,28,1386
Baitadi,Dogada Kedar Gaunpalika,524 7 74 4 002,70402,4559,1501,2985,2691,134,52,5,0,11,1546
Baitadi,Melauli Municipality,524 7 74 3 003,70408,3947,1086,2734,2533,88,6,1,0,22,1143
Baitadi,Pancheshwor Gaunpalika,524 7 74 4 004,70406,3312,1468,1730,1584,73,6,1,1,9,569
Baitadi,Patam Municipality,524 7 74 3 004,70409,5767,1157,4435,3564,760,36,46,12,113,3295
Baitadi,Puchaundi Municipality,524 7 74 3 002,70403,6390,2143,4101,3593,80,19,10,2,109,2025
Baitadi,Shivanath Gaunpalika,524 7 74 4 005,70407,2771,1179,1531,1402,26,0,0,0,7,491
Baitadi,Sigas Gaunpalika,524 7 74 4 006,70410,3733,1374,2241,2075,41,3,3,0,39,955
Baitadi,Surnaya Gaunpalika,524 7 74 4 003,70404,3321,843,2298,1965,99,39,0,0,86,1406
Darchula,Apihimal Gaunpalika,524 7 75 4 003,70305,1085,161,918,844,195,0,2,0,17,573
Darchula,Byas Gaunpalika,524 7 75 4 001,40702,1919,710,1158,1024,85,8,3,0,86,530
Darchula,Duhun Gaunpalika,524 7 75 4 002,70302,1982,655,1310,1177,69,22,6,0,122,583
Darchula,Lekam Gaunpalika,524 7 75 4 006,70309,2851,733,2090,1923,83,0,3,0,10,1192
Darchula,Mahakali Municipality,524 7 75 3 001,70303,4526,705,3707,2969,763,944,153,63,423,2436
Darchula,Malikarjun Gaunpalika,524 7 75 4 004,70308,3096,697,2346,2127,297,3,8,3,32,1200
Darchula,Marma Gaunpalika,524 7 75 4 007,70306,2508,801,1670,1454,87,5,5,0,19,832
Darchula,Naugad  Gaunpalika,524 7 75 4 005,70304,2616,892,1674,1437,70,4,8,1,9,767
Darchula,Shailyashikhar Municipality,524 7 75 3 002,70307,4021,959,2930,2698,94,12,28,9,76,1438
